SMILES,dockscore
Cc1nc(C)c(C)c(NCCCN2C[C@@H](C)O[C@@H](C)C2)n1,-47.53
COC1(c2nc(C3CC3)no2)CCN(Cc2ncc(C)cn2)CC1,-22.39
CCOc1ccc(C[C@@H](C)CNC(=O)c2cnn(C)c2CC)cc1,-26.99
CCCN(CC)c1ccc(C(=O)NCC[C@H](C)F)cc1,-37.13
Cc1noc([C@H](C)N(C)C(=O)NCC[C@@H]2CC=CCC2)n1,-29.15
C[C@@H](c1ccccc1)N1CC[C@@H](NCc2ccc(S(N)(=O)=O)o2)C1,-48.35
C[C@@H]1c2nncn2CCN1C(=O)[C@@H]1CCc2cc(F)ccc21,-33.51
CC[C@@H](C)Oc1cc(CNc2nc(C)ns2)ccn1,-32.51
c1coc([C@@H]2C[C@H]2NC2CCN(C[C@@H]3CCCO3)CC2)c1,-44.04
C[C@@H]1CN(Cc2nc(N)nc(Nc3ccc(F)cc3)n2)C[C@H]1C,-51.46
CS(=O)(=O)c1ccc(N2CCN(C(=O)c3ccccn3)CC2)nc1,-19.18
N#Cc1ccc(N2CCC(c3nccs3)CC2)cn1,-29.96
CC[C@]1(C)CCN(C(=O)Nc2cccc(OCC(N)=O)c2)C1,-25.2
CC(C)NC(=O)[C@H]1CCC[C@@H](NC(=O)c2cccc3c2ccn3C)C1,-24.61
CN1CC[C@@H]2CCN(C(=O)C(C)(C)Oc3ccc(C#N)cc3)C[C@H]21,-22.87
C[C@H]1CCC[C@H](CNC(=O)C2(CC(=O)O)CCC2)C1,2.29
CC[C@](C)(COc1ncccc1Cl)NC(=O)C(=O)c1cccn1C,-28.34
CCN(C)S(=O)(=O)CCCS(=O)(=O)N(C)c1ncccn1,-24.13
COc1cc(NC(=O)N[C@@H]2[C@H]3CCCO[C@H]3C2(C)C)ccn1,-28.6
CO[C@@H]1CCN(C(=O)NCCNC(=O)c2ccc(F)cc2)[C@@H](CN)C1,-35.12
COc1ccc(CN(C)C(=O)Nc2ccc3c(c2)OCO3)cc1O,-30.2
CNCc1cccc(NC(=O)C2(C(=O)NC3CC3)CC2)c1,-28.25
C[C@@H]1C[C@H](NC(=O)NC[C@H]2CCCN(C)C2)[C@@H](C)O1,-24.67
CCCN1CC[C@@H](NC(=O)C(=O)Nc2cc(C)cc(C)n2)C1,-45.87
C[C@H](CNc1ncccc1[N+](=O)[O-])c1nc2ccccc2s1,-33.21
CCCNCCNS(=O)(=O)c1c(C)nn(C)c1C,-23.53
c1ccc2c(c1)OC[C@@H]2CN[C@H]1CCC12CCOCC2,-32.06
CCCCOC1CCN(C(=O)Cc2c(F)cccc2F)CC1,-25.15
COCCS(=O)(=O)Nc1nc2nc(C)cc(C(=O)OC)c2s1,19.23
C[C@](CO)(NC[C@@H]1CCC(F)(F)C1)c1ccccc1,-50.24
O=C([C@@H]1CCCCN1Cc1ccc(Br)s1)N1CCOCC1,-21.99
COC(=O)[C@@H](N)Cc1cn(CCCCC2CCOCC2)nn1,-28.64
COc1ccccc1CC(=O)Nc1cccc(N2CCCNC2=O)c1,-25.63
COC[C@H](C)c1nc(-c2ccc3c(c2)OCO3)cs1,-27.03
C[C@@H](C1CCCCC1)N(C)c1nnc(-c2ccccn2)n1C,-28.73
C=CCCCNC(=O)c1sc([C@@H]2CCCO2)nc1C,-30.7
CO[C@H]1CN2C(=O)N(Cc3cn4c(cccc4C)n3)C(=O)[C@@]2(C)C1,-15.22
CC1(O)CC(C(=O)N2CCC[C@@H](c3ccccc3)C2)C1,-31.9
CCOc1cncc(CNCCCN2CCCC[C@@H]2C)c1,-42.13
O=C(c1ccc2oc(O)nc2c1)N1CCN(CC(F)(F)CO)CC1,-36.02
COC(=O)c1cc(NC(=O)NC[C@H](C)c2nc(C)cs2)cn1C,-25.72
COc1cccc([C@@H]2C[C@@H](O)CN2C(=O)C(=O)N2CCN[C@@H](C)C2)c1,-29.35
CCc1nn(C)cc1NC(=O)N1CCC[C@H]1CCC1CCCC1,-33.85
C[C@@H]1CN(C(=O)Cn2cnc(C(N)=O)n2)CC(C)(C)C1,-22.23
CN(CCc1ccccc1)C(=O)Nc1ccc(C#N)cc1Cl,-39.49
C[C@H]1CN(C(=O)CSCc2cccnc2)C[C@]2(CCCOC2)O1,-31.14
CC1(C)[C@@H](CNC(=O)[C@H](O)C2CCC2)[C@@H]1c1ccccc1,-33.72
COc1ccc2c(c1OC)CCN(CCOCC(F)(F)C(F)F)C2,-27.2
C/N=C(/NC[C@@H]1CCCCO1)N1CCN(c2cccs2)CC1,-41.15
Cc1c(C(=O)Nc2cccc(C(=O)NC(C)(C)C)c2)sc2nccn12,-35.16
CN(Cc1cccn1C)C(=O)c1ccc(CO)cc1,-30.64
COCCN(Cc1ccc2c(n1)CCC2)[C@@H]1CC[C@H](C)C1,-45.43
CCC[C@@H](C(=O)NCCN(CC)CCC)c1ccccn1,-28.0
COC(=O)c1ccc(C(=O)N[C@@H](C)Cc2ccc(F)cc2C)c(F)c1,-38.91
CCCCOc1ccc([C@@H](C)NC(=O)NCC2COC2)cc1OC,-17.96
Cc1ccc(NC(=O)N(C)C)cc1NCc1cccc(C(N)=O)c1,-31.85
N#CC[C@]1(O)CCN(C(=O)CNC(=O)Nc2ccccc2)C1,-33.41
Cc1cc(C(=O)N[C@@H](C)CC(C)(C)O)c(C)n1Cc1ccccc1,-21.68
CCc1nnc(CN(CC(=O)OC(C)(C)C)C2CCC2)s1,-29.33
C[C@@H](Cn1ccnc1)N[C@H]1CCc2cccc(Cl)c2C1,-51.77
CCCN(CCC)CCCNC(=O)c1cn(C)nc1C1CCC1,-10.7
O=C(O)C1CN(S(=O)(=O)c2ccc(Cl)c(Br)c2)C1,3.95
C[C@H]1NCCC[C@@H]1C(=O)Nc1ccc2n[nH]cc2c1,-48.19
NC(=O)c1ccccc1NCC(=O)N[C@H]1CCc2cc(F)ccc21,-32.46
C=C(C)CN(CC)C(=O)C(=O)N[C@H]1CC[C@@H](Cc2ccccc2)C1,-34.42
CCn1cc([C@@H](C)NC[C@H](CO)C2CCCCC2)cn1,-40.36
O=C(NCc1ccc(OCCN2CCCC2)cc1)N[C@@H]1C[C@H]1CO,-36.55
Cc1nc(N2CCC[C@@H]([C@H](C)O)C2)ccc1Br,-24.79
Cc1ccsc1[C@@H]1C[C@@H]1c1nc(-c2ncncc2C)no1,-29.21
COC[C@@](C)(NC(=O)CSCC#N)C(F)(F)F,-15.45
CC1=C(C)C[C@H](C(=O)Nc2cccc([S@](C)=O)c2)CC1,-29.28
COCCOc1ccccc1NS(=O)(=O)c1c[nH]c(C(=O)O)c1,58.53
Cc1nn(C)cc1C(=O)Nc1ccc(Br)c(C)c1,-33.13
CC[C@H](NC(=O)N1CCC(OCCOC(C)C)CC1)[C@@H]1CCCO1,-24.05
CC[C@H]1CCCCCN1C(=O)CCOc1ccccc1F,-32.62
CCC1(CN2C(=O)N[C@H](COC)C2=O)CCOCC1,-23.32
CN(Cc1ccc(C#N)cc1)C(=O)Cn1cnc2c(cnn2C)c1=O,-36.8
CN(C[C@@H]1CCC[C@H]1O)C(=O)Nc1ccc(Cl)c(S(C)(=O)=O)c1,-29.25
CCc1ccccc1C(=O)N1CCC[C@@H]2CN(C)CC[C@H]21,-21.28
Cc1c2nnc(C(F)(F)F)n2nc(Sc2nnc(C(C)(C)C)[nH]2)c1C,-27.37
C=CCN1CC[C@H](N(C)C(=O)Nc2nc(C)cs2)C1=O,-41.82
CC[C@H](C(=O)O)[S@@](=O)Cc1c(C)cccc1Cl,15.71
C=CCC1(NC(=O)c2ccc(OC3CCC3)cc2)CCOCC1,-27.67
COc1ccc(NC(=O)CC(N)=O)cc1N1CCCCC1=O,-18.91
CS[C@@H]1CCN(C(=O)N[C@H](c2ccccc2)C2CC2)C1,-17.6
O=C(Nc1ccc2[nH]ccc2c1)C(=O)N[C@H]1COC[C@@H]1n1ccnn1,-35.93
FCCOc1cccc(NCc2cc(C(F)(F)F)n[nH]2)c1,-30.64
CC[C@@H](C)[C@@H](NC(=O)Cn1cc([N+](=O)[O-])nc1C)C(=O)O,-3.63
CC(C)(C)NC(=O)CNC(=O)c1c[nH]c(=O)c(Br)c1,-39.95
COC(=O)C[C@@H]1C(=O)NCCN1CC(=O)Nc1ccc(SC)cc1,-35.91
O=C(Nc1ccc2c(c1)CCN2)C(=O)N1CCC[C@@H](OC2CCC2)C1,-37.14
CC(=O)c1cccc(O[C@H](C)C(=O)NCCCCn2ccnc2C)c1,-24.93
CC[C@@H](C#N)C(=O)Nc1cccc(C(=O)N2CCC[C@H](O)C2)c1,-19.57
O=C(Nc1nc(-c2cccnc2)cs1)c1sccc1Cl,-34.73
COC(=O)CCn1nc(C)c(CN2CCO[C@@H]3CCCC[C@@H]32)c1C,-11.91
CC(=O)NC[C@@H]1CCCN(C(=O)/C=C\c2ccc(O)cc2)C1,-32.4
COC(=O)C[C@H](O)CNC(=O)[C@@H]1CC(=O)N(c2cnn(C)c2)C1,-32.09
CC(C)C(=O)N1CCC(C(=O)Nc2cccc(Cl)n2)CC1,-22.29
O=C(CN(Cc1cccnc1)c1ccccc1)N1CC(C(F)(F)F)C1,-28.45
Cc1cc(C2(C(=O)N[C@@H]3C[C@H]3c3ccco3)CC2)on1,-27.09
O=C(Nc1ccc(-c2csnn2)cc1)c1ccc(Cl)cc1,-37.58
CCn1ncnc1CNC(=O)Nc1ccc(C[C@H](C)C(=O)OC)cc1,-26.23
Cc1ccc(N(C(=O)[C@H](C)n2cnc(C#N)n2)C2CCCCC2)nc1,-20.74
CO[C@@H]1CC[C@@H](NC(=O)N(C)Cc2ccc(F)cc2F)C1,-23.84
Cc1cccc(C(=O)N2CC[C@@H](C(=O)O)C2)c1F,12.42
CCn1nc(C(=O)NCc2c(C)noc2C)ccc1=O,-29.91
C[C@H](N)[C@H]1CCCN(C(=O)c2oc3ccccc3c2CN(C)C)C1,-40.37
COc1ccc([C@@H](C)NC(=O)N2CCC[C@@H]2Cn2cccn2)cc1,-30.57
COc1ccc(COCCNCc2ccc(-c3cc[nH]n3)o2)cc1,-22.65
C[C@H](CNC(=O)/C=C\c1cnccn1)Oc1ccccc1,-34.89
COCCNC(=O)[C@@H]1CCC[C@]12CCN(C(=O)c1cccs1)C2,-31.25
O=C(CNc1cccc(F)c1)N1CCOCC(F)(F)C1,-28.51
CCOc1cccc(CN(CCO)C(=O)c2cc(Cl)cn2C)c1,-9.62
CC1CCC(C)(CNC(=O)N[C@@H]2CCO[C@@H](c3ccnn3C)C2)CC1,-27.75
Cc1noc(C)c1CCNC[C@@H](O)COc1c(C)ccc(C)c1C,-44.93
COC(=O)CCCCCNC(=O)[C@H]1CCN(C(=O)c2ccccc2)C1,-12.89
C[C@H](CC1CCCCC1)CN1CCC(C(=O)O)CC1,-15.04
CCOc1ccc(NC(=O)CC[S@@](=O)c2ccccc2OC)cc1,-22.92
Cc1ccc2c(O)c(C(=O)N3CCNC(=O)CC3)cnc2n1,-19.28
CNC(=O)N[C@@H](Cc1cc(C)cc(C)c1)c1cccc(OC)c1,-22.83
NC[C@H](NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2N1)C1CCCC1,-27.68
Cc1c2ccccc2n(C)c1CNC(=O)[C@@]1(C)CCC(=O)NC1,-19.16
CN(C)c1noc(CNC(=O)/C=C\c2ccc3ccccc3c2)n1,-31.03
CCC[C@@H](NC(=O)C(=O)NCC1CC1)C(=O)OC,-20.07
COc1ccc(CN[C@@H](C)c2nnc3n2CCC3)cc1OC1CC1,-46.11
CCOC[C@H]1CCC[C@@H]1NCc1cc(OC)ccc1OC,-44.06
C[C@H](c1nc2ccccc2n1C(F)F)N1CC(=O)N(C2CC2)C1,-18.96
O=C(NCCCOC1CCCCC1)N1CCC[C@H]1Cn1cccn1,-17.16
CC[C@H](NC)C(=O)N[C@H](C)c1cccc(OC(C)C)c1,-42.57
COCC1(CNC(=O)Cc2cc(C)[nH]n2)CCC1,-25.24
CC[C@H](NC(=O)[C@H](OC)C(C)C)[C@@H]1CCCCO1,-17.1
COc1ccc(CN2C[C@H](C)C[C@@H](C(=O)OC(C)(C)C)C2)cc1O,-27.95
COCCOc1ncccc1C(=O)N1CCC[C@H]1Cc1ccccc1,-9.96
CCNC(=O)c1ccc(C)c(NCC2CCOCC2)c1,-31.1
CC[C@@H](COCC(F)(F)F)N[C@@H](C)[C@@H]1CCCN1,-35.12
CN1[C@@H]2CC[C@H]1CCN(Cc1ccc(C(F)(F)F)cc1)C2,-44.49
CCN1CCC(CNC(=O)C(=O)N[C@@H]2CCO[C@@H](C(C)C)C2)CC1,-30.08
COc1cc(OC)c(NCc2cccc(S(C)(=O)=O)c2)cc1Cl,-31.38
CS[C@@H]1CN(C(=O)[C@@H](C)c2ccsc2)C[C@@H]1N1CCCC1,-22.01
CN(C)c1ccc(C(=O)N2CCN3C(=O)[C@H](N)C[C@@H]3C2)cc1F,-44.65
CCC[C@H](NC(C)C)C(=O)NC[C@@]1(OC)CCOC1,-38.01
COc1ccccc1[C@H](C)NC(=O)NC[C@]1(C)CCCNC1,-26.72
C[C@H](CO)N(C[C@H](C)O)C(=O)CCCc1ccccc1Br,-18.59
C[C@H]1C[C@H]1CNC(=O)N(CCCc1ccccc1)CCN(C)C,-10.52
COc1cc(C(=O)N2CCC[C@H]2CF)ccc1Cl,-22.77
CCOC(=O)c1ncc(CN2C[C@H](O)[C@@H](CO)C2)s1,-23.65
CSCCCCCCNC(=O)C(=O)Nc1nocc1C,-30.8
COC[C@@H](NC(=O)c1cc2nc(C)ccc2o1)c1ccccc1,-30.01
CSCCC(=O)Nc1cc(N2CCNCC2)ccn1,-36.1
Cn1ccnc(NC(=O)N2CC[C@@H](COCc3ccccc3)C2)c1=O,-29.57
CC(C)(O)CNC(=O)NC[C@H](Cc1ccccc1)c1ccccc1,-29.68
CC(C)c1cc(C(=O)N[C@H](C)CC(C)(C)O)n(C)n1,-24.74
CC[C@H](c1ccc(F)cc1)S(=O)(=O)CC(=O)NCc1cccc(C)c1,-25.91
CCc1c(C(=O)N[C@@H]2CCO[C@@H](C)C2)[nH]c(C)c1C(C)=O,-21.99
CC(F)(F)c1ccc(CN2C(=O)CN(C3CCCC3)C2=O)cc1,-30.56
COc1cc(F)c(C(=O)N2CC[C@@H](N3CCNCC3)C2)cc1OC,-24.53
COC(=O)CCn1nc(C)c(NC(=O)[C@H]2C[C@H]2C(=O)OC)c1C,-21.09
CC(C)[C@@](C)(C#N)NC(=O)CN1CCC([C@@H](O)c2ccccc2)CC1,-29.77
O=C(c1cc(-c2ccccn2)no1)N1CC2(CC2)c2ccccc21,-32.82
C[C@@H]1CCCN(c2ccc(F)cc2[N+](=O)[O-])[C@@H]1CCO,-32.29
CC(C)(NCc1cscn1)c1cccc(F)c1,-43.61
C[C@H]1C[C@@H](CCNS(=O)(=O)c2ccc3c(c2)OCCO3)CCO1,-32.63
CC(C)CN(CC(C)C)C(=O)C(=O)N[C@H]1CCN(CC(F)F)C1,-35.66
CC(C)(C)[C@H](NC(N)=O)C(=O)Nc1ccnc(OCC(F)(F)F)c1,-27.6
COc1cccc(CNC(=O)C(=O)N[C@H]2CCO[C@@H]2C)c1,-33.67
Cc1ncc(S(=O)(=O)N2CCOC3(CCOCC3)CC2)s1,-24.33
CC[C@H](C)CCNC(=O)N1CCN(C[C@H]2CN(C)CCO2)C[C@H]1C,-38.67
CC[C@@H]1CCC[C@@H](NC(=O)[C@@H]2CCCC(F)(F)C2)C1,-23.99
CCc1ccc(CN[C@H]2CCN(S(=O)(=O)C(C)C)C[C@@H]2C)o1,-44.7
O=C(O)C1(CNC(=O)COCC(F)F)CCC1,15.5
COC1(CCN2CCNC(=O)[C@H]2c2cccs2)CCC1,-16.58
CO[C@@H]1CC[C@@H](C(=O)NCC2([C@H](C)CCO)CCC2)C1,-24.29
Cn1ccc2c1cccc2NC(=O)c1ccc2nn[nH]c2c1,-36.55
CC[C@H](NC(=O)N1CC[C@](O)(CC#N)C1)c1ccc(F)cc1F,-30.94
COC(=O)[C@@H](CNc1nccn2nnnc12)C1CCCCC1,-35.2
CN(C(=O)Cc1noc(CC2CCCC2)n1)C1CCCCC1,-27.07
CC[C@H](NC(=O)NCC(=O)NC(C)C)c1ccccc1OC(F)F,-7.47
O=C(/C=C/c1cncs1)NCCNC(=O)c1c(F)cccc1F,-37.16
CCCC1(C(=O)Nc2ccc(OC)c(NC(N)=O)c2)CC1,-28.99
CCn1c(-c2cccnc2)nnc1N1C[C@@H](CO)[C@H](C(F)(F)F)C1,-23.67
COc1ccc([C@H](NC(=O)NCC[C@@H]2CCCCO2)C2CC2)cn1,-21.8
O=C(c1ccccc1OC(F)F)N1C[C@H]2CCCCC[C@H]21,-27.72
COCCN(CC(=O)O)C(=O)N=c1cc[nH]cc1,-6.78
C[C@H]1CCC[C@@H](NC(=O)c2ccc(OCC(N)=O)cc2)CC1,-27.91
C[C@@H](NC1CCN(Cc2ccncc2)CC1)c1ccccc1O,-32.41
Cc1cnn(Cc2cc(C(=O)N[C@@H]3CCc4cc(Cl)ccc43)no2)c1,-31.1
COC(=O)c1cc(S(=O)(=O)N(C)Cc2ccc(C)cc2)cnc1C,-35.18
C[C@H]1C[C@H](CNC(=O)Nc2ccc(-c3cnn(C)c3)nn2)C[C@@H](C)C1,-30.11
Cc1noc(CCCNC(=O)N2CC[C@@H](C)[C@H](CO)C2)n1,-25.24
CN1CC[C@H]2OCCN(Cc3ccn(-c4ccc(Cl)cc4)n3)[C@@H]2C1,-34.18
CC(C)[C@H](NC(=O)N1C[C@@H](C)O[C@H](C)C1)C1CC1,-23.24
CC[C@H]1C[C@@]1(NCc1ccoc1C(=O)OC)c1cccc(C)c1,-49.54
COC(=O)[C@H]1[C@@H]2CC[C@@H](C2)[C@H]1NC(=O)COC[C@@H](C)c1ccccc1,-21.76
CCNC(=O)CNC(=O)N1C[C@@H](C)O[C@H](C(N)=O)C1,-22.82
CCC1CCN(S(=O)(=O)NCCCc2ccco2)CC1,-28.09
Cn1cnc([N+](=O)[O-])c1N[C@H]1CC[C@@H](c2ccccc2F)C1,-39.46
Cc1ccc(NC(=O)N[C@H]2CCC[C@@H]2CCO)s1,-36.14
COCCOCCCNS(=O)(=O)c1ccc(C(F)(F)F)cc1F,-27.01
CN(C)C(=O)c1cc(NC(=O)C(=O)N[C@@H]2CCC[C@H]3C[C@H]32)ccn1,-31.83
C[C@@H](NC(=O)[C@H]1CCNC1=O)c1ccc2c(c1)CCCC2,-26.37
CC[C@]1(O)CCN(Cc2ccc(C)c(Br)c2)C1,-52.73
Cc1nn(C)c(S(=O)(=O)NC2CC(CO)C2)c1C(F)F,-23.54
CC(C)C[C@@H](N)c1noc([C@]23CNC[C@H]2COC3)n1,-37.45
C[C@H]1CN(C(=O)c2nc3ccccc3cc2Cl)CC(C)(C)C1,-19.2
O=C(NC[C@@H]1CN2CCN1CC2)[C@H]1CCCc2c(O)cccc21,-16.29
